scorer,,,Elisa,Elisa,Elisa,Elisa,Elisa,Elisa,Elisa,Elisa,Elisa,Elisa,Elisa,Elisa,Elisa,Elisa,Elisa,Elisa,Elisa,Elisa,Elisa,Elisa,Elisa,Elisa,Elisa,Elisa,Elisa,Elisa
labeled-data,2812_MotionMule_20230911_193102_cam1_00000000,img05732.png,722.6054551768034,177.33442326535695,712.2660444670612,248.29116343025427,668.4755991081531,210.58272437119456,780.7899821120192,231.4642793340072,,,,,,,756.0564898259693,216.4619971277146,,,746.7307468328685,238.55995335049693,,,,,714.9015805303287,212.81279334780564
labeled-data,2812_MotionMule_20230911_193102_cam1_00000000,img05740.png,729.0929285633083,176.9289561787004,715.7125147036419,251.33216658017844,666.0427965882138,213.21826043446217,779.7763143953778,228.42327618408302,,,,,,,757.4756246292673,216.4619971277146,,,748.7580822661512,239.37088752381004,,,,,714.0906463570157,211.7991256311642
labeled-data,2812_MotionMule_20230911_193102_cam1_00000000,img05746.png,726.2546589567123,177.9426238953418,716.3207153336267,251.9403672101633,666.6509972181987,215.24559586774495,779.5735808520495,229.03147681406784,,,,,,,756.0564898259693,219.5030002776388,,,745.7170791162271,242.20915713040594,,,,,715.7125147036419,213.0155268911339
labeled-data,2812_MotionMule_20230911_193102_cam1_00000000,img05749.png,728.2819943899951,178.14535743867006,717.9425836802529,252.5485678401481,668.2728655648248,212.40732626114905,779.9790479387061,229.6396774440527,,,,,,,756.4619569126259,217.88113193101256,,,748.3526151794947,240.38455524045145,,,,,715.1043140736571,213.21826043446217
labeled-data,2812_MotionMule_20230911_193102_cam1_00000000,img05899.png,727.6737937600103,178.75355806865488,715.7125147036419,249.7102982335522,664.6236617849158,213.0155268911339,782.0063833719888,230.45061161736578,,,,,,,756.6646904559541,220.92213508093673,,,,,,,,,714.6988469870005,214.43466169443184
labeled-data,2812_MotionMule_20230911_193102_cam1_00000000,img05902.png,729.0929285633083,177.13168972202865,717.1316495069399,250.52123240686532,665.6373295015572,211.19092500117938,779.168113765393,229.6396774440527,,,,,,,758.2865588025803,219.30026673431053,,,,,,,,,716.7261824202833,213.62372752111872
labeled-data,2812_MotionMule_20230911_193102_cam1_00000000,img05934.png,727.2683266733537,177.33442326535695,714.9015805303288,250.72396595019362,664.015461154931,212.61005980447732,781.398182742004,229.23421035739614,,,,,,,758.2865588025803,219.09753319098223,,,742.067875336318,242.20915713040594,,,,,713.0769786403743,213.62372752111872
labeled-data,2812_MotionMule_20230911_193102_cam1_00000000,img06096.png,731.3229975399194,180.3754264152811,715.9152482469702,252.7513013834764,663.8127276116027,212.40732626114905,776.5325777021253,229.43694390072443,,,712.2660444670612,243.42555839037558,676.1794737546277,213.21826043446217,755.6510227393127,220.31393445095188,,,739.837806359707,241.80369004374938,,,,,716.7261824202833,212.8127933478056
labeled-data,2812_MotionMule_20230911_193102_cam1_00000000,img06252.png,721.9972545468186,176.52348909204383,711.6578438370764,249.7102982335522,663.4072605249462,211.39365854450767,779.168113765393,230.65334516069407,,,708.2113736004956,243.02009130371906,676.3822072979559,209.36632311122486,752.6100195893885,211.39365854450767,743.2842765962878,187.67383397509911,735.7831354931415,237.140818547199,685.910683834385,235.31621665724447,,,710.4414425771067,210.37999082786627
labeled-data,2812_MotionMule_20230911_193102_cam1_00000000,img06266.png,723.2136558067882,177.7398903520135,716.3207153336267,252.7513013834764,662.1908592649766,213.82646106444702,778.3571795920799,231.05881224735063,715.7125147036419,182.2000283052356,709.8332419471219,244.84469319367355,674.1521383213449,214.6373952377601,747.9471480928381,214.43466169443184,739.0268721863939,189.49843586505364,735.9858690364697,240.18182169712315,,,,,709.8332419471219,214.6373952377601
labeled-data,2812_MotionMule_20230911_193102_cam1_00000000,img06394.png,721.7945210034902,176.52348909204383,713.4824457270308,251.33216658017844,666.2455301315421,211.39365854450767,777.9517125054233,229.23421035739614,,,709.8332419471219,245.0474267370018,,,749.7717499827927,218.69206610432568,745.3116120295705,190.91757066835157,737.8104709264242,242.6146242170625,,,,,711.6578438370764,212.61005980447732
labeled-data,2812_MotionMule_20230911_193102_cam1_00000000,img06398.png,720.5781197435206,178.14535743867006,710.8469096637632,250.72396595019362,663.6099940682744,213.62372752111872,776.7353112454537,228.42327618408302,,,708.8195742304805,245.85836091031493,,,749.9744835261209,218.69206610432568,,,738.6214050997373,238.15448626384037,,,,,708.6168406871521,212.8127933478056
labeled-data,2812_MotionMule_20230911_193102_cam1_00000000,img06470.png,724.0245899801014,178.95629161198315,712.4687780103894,249.50756469022394,666.0427965882138,211.7991256311642,778.7626466787365,229.23421035739614,720.9835868301772,182.2000283052356,710.2387090337784,245.0474267370018,680.8423452511781,210.17725728453797,747.1362139195251,216.25926358438633,739.2296057297222,190.10663649503846,734.7694677765,238.76268689382522,693.4118249375313,234.70801602725965,697.8719628907535,186.25469917180118,716.5234488769551,210.9881914578511
labeled-data,2812_MotionMule_20230911_193102_cam1_00000000,img06604.png,723.6191228934448,177.5371568086852,714.293379900344,247.68296280026945,663.4072605249462,211.7991256311642,780.9927156553474,231.66701287733548,718.5507843102378,187.67383397509911,714.9015805303288,236.53261791721414,690.979022417592,211.7991256311642,744.0952107696008,215.65106295440148,736.3913361231263,194.3640409049323,734.5667342331718,233.08614768063342,698.0746964340817,230.45061161736578,698.27742997741,194.76950799158885,718.1453172235813,212.8127933478056
labeled-data,2812_MotionMule_20230911_193102_cam1_00000000,img06880.png,724.4300570667579,179.36175869863973,718.9562513968943,244.03375902036043,662.7990598949614,211.39365854450767,778.7626466787365,231.2615457906789,717.1316495069399,190.10663649503846,714.293379900344,233.08614768063342,690.3708217876072,209.36632311122486,738.4186715564091,214.23192815110355,731.5257310832476,197.60777759818475,731.5257310832476,229.23421035739614,700.3047654106928,229.03147681406784,699.4938312373797,198.2159782281696,714.4961134436722,213.21826043446217
labeled-data,2812_MotionMule_20230911_193102_cam1_00000000,img06961.png,724.0245899801014,179.564492241968,713.2797121837026,242.6146242170625,663.8127276116027,213.0155268911339,778.5599131354081,231.86974642066374,715.5097811603137,187.47110043177085,714.293379900344,235.72168374390102,688.1407528109961,211.39365854450767,739.837806359707,216.4619971277146,730.7147969099344,194.97224153491715,730.9175304532628,233.2888812239617,698.4801635207383,230.65334516069407,696.8582951741121,195.78317570823026,714.4961134436722,212.40732626114905
labeled-data,2812_MotionMule_20230911_193102_cam1_00000000,img07113.png,722.8081887201316,180.17269287195285,713.8879128136874,245.0474267370018,663.4072605249462,212.40732626114905,778.7626466787365,230.65334516069407,718.7535178535661,186.862899801786,712.4687780103894,230.65334516069407,692.8036243075464,207.1362541346138,738.0132044697525,211.7991256311642,731.3229975399194,194.16130736160403,733.1475994298738,228.22054264075473,700.1020318673645,225.17953949083056,700.507498954021,194.3640409049323,715.5097811603137,209.16358956789662
labeled-data,2812_MotionMule_20230911_193102_cam1_00000000,img07286.png,719.1589849402226,179.564492241968,711.2523767504198,245.0474267370018,666.2455301315421,214.02919460777528,779.7763143953778,229.84241098738096,717.5371165935965,186.05196562847289,710.8469096637632,232.88341413730512,691.1817559609202,208.3526553945835,738.4186715564091,212.61005980447732,733.1475994298738,195.98590925155852,730.309329823278,229.6396774440527,698.4801635207383,226.8014078374568,700.1020318673645,194.56677444826056,715.3070476169853,211.39365854450767
labeled-data,2812_MotionMule_20230911_193102_cam1_00000000,img07696.png,721.1863203735054,179.36175869863973,713.2797121837026,242.00642358707765,661.1771915483351,211.7991256311642,778.7626466787365,231.4642793340072,716.5234488769551,189.90390295171017,713.6851792703592,233.08614768063342,692.1954236775616,211.39365854450767,738.8241386430657,215.65106295440148,732.1339317132324,196.1886427948868,729.4983956499648,228.82874327073958,700.3047654106928,227.6123420107699,700.507498954021,196.79684342487164,715.9152482469702,213.62372752111872
labeled-data,2812_MotionMule_20230911_193102_cam1_00000000,img07781.png,722.1999880901468,181.3890941319225,715.3070476169853,245.65562736698666,662.596326351633,213.0155268911339,779.7763143953778,229.43694390072443,717.5371165935965,193.35037318829092,717.9425836802529,229.6396774440527,695.4391603708141,212.40732626114905,737.4050038397677,213.21826043446217,731.5257310832476,199.63511303146754,731.3229975399194,228.42327618408302,705.1703704505715,228.62600972741131,705.1703704505715,199.0269124014827,717.3343830502681,213.2182604344622
labeled-data,2812_MotionMule_20230911_193102_cam1_00000000,img07988.png,726.6601260433689,179.76722578529626,716.9289159636116,250.52123240686532,660.9744580050068,216.6647306710429,778.5599131354081,230.45061161736578,,,710.0359754904501,244.84469319367355,674.963072494658,215.04286232441666,751.1908847860906,215.85379649772977,738.4186715564091,188.0793010617557,736.5940696664545,239.97908815379486,686.9243515510265,237.7490191771838,,,713.6851792703592,214.43466169443184
labeled-data,2812_MotionMule_20230911_193102_cam1_00000000,img07996.png,724.4300570667579,179.564492241968,716.3207153336267,252.5485678401481,663.8127276116027,215.65106295440148,778.7626466787365,230.85607870402237,718.3480507669095,183.01096247854872,712.874245097046,246.46656154029978,681.0450787945064,215.04286232441666,752.4072860460602,217.2729313010277,740.2432734463636,191.12030421167987,738.4186715564091,238.96542043715348,693.8172920241879,241.39822295709283,695.2364268274858,191.5257712983364,715.5097811603137,215.85379649772977
labeled-data,2812_MotionMule_20230911_193102_cam1_00000000,img08123.png,725.8491918700558,179.564492241968,717.7398501369247,252.7513013834764,663.8127276116027,212.2045927178208,780.1817814820344,230.04514453070925,676.7876743846125,213.21826043446217,754.0291543926865,218.28659901766912,,,713.2797121837026,246.87202862695634,744.9061449429139,194.3640409049323,742.2706088796464,241.39822295709283,690.3708217876072,238.35721980716863,,,715.3070476169853,216.05653004105807
labeled-data,2812_MotionMule_20230911_193102_cam1_00000000,img08172.png,723.0109222634599,178.75355806865488,717.1316495069399,252.34583429681985,664.4209282415875,213.62372752111872,780.9927156553474,231.2615457906789,720.172652656864,182.4027618485639,713.2797121837026,248.49389697358254,676.9904079279409,211.7991256311642,755.4482891959844,217.88113193101256,743.487010139616,190.71483712502328,744.0952107696008,241.39822295709283,692.39815722089,239.97908815379486,,,715.5097811603137,214.84012878108837
labeled-data,2812_MotionMule_20230911_193102_cam1_00000000,img08205.png,725.8491918700558,178.34809098199833,718.1453172235813,251.737633666835,665.2318624149007,213.62372752111872,779.5735808520495,228.82874327073958,,,713.0769786403743,248.29116343025427,675.3685395813145,214.84012878108837,754.2318879360148,217.6783983876843,740.8514740763484,188.68750169174052,740.2432734463636,244.03375902036043,692.8036243075464,241.80369004374938,,,714.9015805303288,214.43466169443184
labeled-data,2812_MotionMule_20230911_193102_cam1_00000000,img08424.png,726.2546589567123,178.55082452532662,716.1179817902985,250.11576532020877,666.4482636748703,211.39365854450767,779.7763143953778,230.24787807403752,,,711.455110293748,246.46656154029978,674.7603389513297,213.0155268911339,756.8674239992824,216.6647306710429,,,740.0405399030353,241.39822295709283,684.8970161177436,234.3025489406031,,,712.6715115537178,214.02919460777528
labeled-data,2812_MotionMule_20230911_193102_cam1_00000000,img08495.png,726.6601260433689,177.33442326535695,715.9152482469702,248.088429886926,667.4619313915117,210.17725728453797,778.5599131354081,227.40960846744161,,,712.2660444670612,244.64195965034526,677.5986085579257,211.7991256311642,749.1635493528078,215.44832941107322,741.8651417929898,187.67383397509911,740.6487405330201,239.16815398048175,689.559887614294,236.9380850038707,,,713.4824457270308,213.0155268911339
labeled-data,2812_MotionMule_20230911_193102_cam1_00000000,img08645.png,724.8355241534144,178.55082452532662,716.9289159636116,251.53490012350673,663.2045269816178,213.21826043446217,778.9653802220647,229.23421035739614,,,,,,,754.434621479343,216.25926358438633,,,739.0268721863939,240.58728878377968,,,,,711.8605773804046,214.43466169443184
labeled-data,2812_MotionMule_20230911_193102_cam1_00000000,img08739.png,725.0382576967427,178.75355806865488,717.3343830502681,250.72396595019362,665.0291288715724,214.02919460777528,781.398182742004,230.45061161736578,,,,,678.612276274567,212.8127933478056,753.8264208493582,217.2729313010277,,,745.7170791162271,239.37088752381004,,,,,717.5371165935965,214.84012878108837
labeled-data,2812_MotionMule_20230911_193102_cam1_00000000,img08756.png,723.821856436773,177.33442326535695,714.293379900344,252.5485678401481,661.1771915483351,211.19092500117938,780.3845150253626,231.2615457906789,721.3890539168337,182.80822893522046,716.3207153336267,249.1020976035674,684.2888154877588,212.0018591744925,754.8400885659996,217.88113193101256,740.6487405330201,190.51210358169502,743.8924772262726,242.00642358707765,698.0746964340817,242.6146242170625,695.4391603708141,191.7285048416647,718.5507843102378,215.24559586774495
labeled-data,2812_MotionMule_20230911_193102_cam1_00000000,img09051.png,728.89019501998,177.5371568086852,716.7261824202833,252.5485678401481,663.8127276116027,213.62372752111872,779.168113765393,227.0041413807851,717.3343830502681,180.98362704526596,712.0633109237328,242.00642358707765,682.261480054476,208.3526553945835,747.3389474628533,215.24559586774495,740.6487405330201,190.91757066835157,737.4050038397677,235.9244172872293,694.0200255675162,234.70801602725965,692.8036243075464,188.48476814841223,715.5097811603137,212.61005980447732
labeled-data,2812_MotionMule_20230911_193102_cam1_00000000,img09118.png,723.4163893501164,177.7398903520135,719.7671855702075,251.737633666835,660.9744580050068,211.19092500117938,777.5462454187667,227.00414138078506,713.8879128136874,181.59182767525078,712.0633109237328,243.42555839037558,679.8286775345367,210.58272437119456,745.5143455728988,215.24559586774495,737.6077373830959,188.28203460508396,736.7968032097829,236.53261791721414,689.9653547009506,233.2888812239617,694.0200255675162,187.8765675184274,711.8605773804046,212.40732626114905
labeled-data,2812_MotionMule_20230911_193102_cam1_00000000,img09217.png,723.2136558067882,177.33442326535695,719.5644520268792,253.35950201346122,663.4072605249462,212.61005980447732,783.0200510886302,229.84241098738096,716.3207153336267,180.98362704526596,711.2523767504198,242.81735776039076,682.0587465111478,210.17725728453797,747.3389474628533,216.6647306710429,738.8241386430657,188.8902352350688,733.7558000598586,235.9244172872293,692.1954236775616,236.12715083055758,692.8036243075464,190.91757066835157,712.0633109237328,211.59639208783594
labeled-data,2812_MotionMule_20230911_193102_cam1_00000000,img09344.png,724.4300570667579,178.55082452532662,714.0906463570157,250.31849886353706,666.6509972181987,213.42099397779043,778.3571795920799,228.42327618408302,718.9562513968943,181.3890941319225,710.0359754904501,244.84469319367355,679.2204769045518,211.19092500117938,752.8127531327168,216.25926358438633,740.0405399030353,189.09296877839705,735.5804019498132,239.37088752381004,688.9516869843092,235.1134831139162,692.8036243075464,188.28203460508396,712.874245097046,214.02919460777528
labeled-data,2812_MotionMule_20230911_193102_cam1_00000000,img09406.png,725.240991240071,176.7262226353721,714.9015805303288,253.15676847013296,664.015461154931,215.24559586774495,778.3571795920799,232.072479963992,718.3480507669095,179.564492241968,707.1977058838543,243.83102547703214,675.9767402112994,212.8127933478056,748.5553487228229,218.69206610432568,742.8788095096312,190.10663649503846,735.5804019498132,236.7353514605424,691.9926901342334,237.9517527205121,689.3571540709657,188.68750169174052,708.4141071438239,213.42099397779043
labeled-data,2812_MotionMule_20230911_193102_cam1_00000000,img09410.png,722.1999880901468,176.32075554871557,716.1179817902985,253.15676847013296,663.4072605249462,211.59639208783594,776.3298441587971,227.8150755540982,715.9152482469702,179.76722578529626,709.225041317137,242.6146242170625,675.9767402112994,209.36632311122486,745.3116120295705,211.7991256311642,737.4050038397677,186.45743271512947,735.3776684064849,236.7353514605424,687.1270850943547,236.32988437388587,689.9653547009506,187.8765675184274,707.8059065138391,210.17725728453797
labeled-data,2812_MotionMule_20230911_193102_cam1_00000000,img09463.png,724.2273235234296,177.7398903520135,716.5234488769551,251.33216658017844,665.4345959582289,211.59639208783594,777.9517125054233,228.62600972741131,715.1043140736571,180.3754264152811,710.4414425771067,243.83102547703214,678.0040756445821,209.36632311122486,746.9334803761967,214.43466169443184,735.5804019498132,188.68750169174052,735.3776684064849,235.1134831139162,692.6008907642182,236.53261791721414,691.1817559609202,189.90390295171017,710.2387090337784,210.9881914578511
labeled-data,2812_MotionMule_20230911_193102_cam1_00000000,img09507.png,720.5781197435206,175.50982137540245,716.3207153336267,250.52123240686532,664.4209282415875,214.02919460777528,776.5325777021253,228.22054264075473,714.293379900344,180.57815995860938,709.8332419471219,242.00642358707765,676.9904079279409,210.17725728453797,744.9061449429139,218.08386547434083,734.9722013198284,189.49843586505364,732.7421323432172,236.32988437388587,693.0063578508748,236.53261791721414,690.5735553309354,188.48476814841223,708.8195742304805,212.40732626114905
labeled-data,2812_MotionMule_20230911_193102_cam1_00000000,img09579.png,721.1863203735054,177.7398903520135,719.5644520268792,251.12943303685017,666.2455301315421,211.59639208783594,780.9927156553474,231.05881224735063,713.6851792703592,181.38909413192252,707.8059065138391,244.64195965034529,674.7603389513298,209.77179019788144,747.1362139195251,214.6373952377601,740.0405399030353,191.5257712983364,734.7694677765,236.12715083055758,687.1270850943547,235.1134831139162,690.5735553309354,188.68750169174052,711.6578438370763,211.19092500117938
labeled-data,2812_MotionMule_20230911_193102_cam1_00000000,img09636.png,727.6737937600103,178.34809098199833,719.1589849402226,252.95403492680467,667.66466493484,214.23192815110355,780.7899821120192,230.65334516069407,718.7535178535661,181.18636058859423,715.5097811603137,247.0747621702846,676.9904079279409,211.7991256311642,755.2455556526561,217.6783983876843,747.1362139195251,188.68750169174052,741.0542076196766,238.35721980716863,696.2500945441273,239.7763546104666,695.2364268274858,186.862899801786,716.9289159636116,214.84012878108837
labeled-data,2812_MotionMule_20230911_193102_cam1_00000000,img09763.png,725.6464583267275,175.91528846205898,718.1453172235813,253.76496910011778,662.1908592649766,216.05653004105807,777.9517125054233,227.6123420107699,714.0906463570157,178.95629161198315,708.0086400571673,245.85836091031493,675.1658060379863,215.24559586774495,743.6897436829443,218.08386547434083,738.8241386430657,188.8902352350688,735.1749348631566,236.32988437388587,689.9653547009506,237.34355209052725,689.559887614294,191.12030421167987,709.8332419471219,214.02919460777528
labeled-data,2812_MotionMule_20230911_193102_cam1_00000000,img09943.png,726.4573925000407,176.52348909204383,717.3343830502681,251.33216658017844,665.2318624149007,212.40732626114905,777.748978962095,225.78774012081539,,,705.1703704505715,245.0474267370018,,,744.9061449429139,214.43466169443184,735.1749348631566,184.02463019519013,729.4983956499648,238.15448626384037,,,,,704.7649033639149,211.59639208783594
labeled-data,2812_MotionMule_20230911_193102_cam1_00000000,img10005.png,726.4573925000407,177.9426238953418,721.3890539168337,252.7513013834764,666.2455301315421,213.62372752111872,780.3845150253626,229.23421035739614,720.5781197435206,180.78089350193767,717.7398501369247,246.06109445364322,678.612276274567,211.39365854450767,755.4482891959844,218.89479964765394,743.487010139616,190.30937003836675,741.0542076196766,241.19548941376453,695.4391603708141,240.79002232710798,691.1817559609202,190.30937003836675,718.9562513968943,216.05653004105807
labeled-data,2812_MotionMule_20230911_193102_cam1_00000000,img10248.png,725.6464583267275,177.33442326535695,721.3890539168337,252.7513013834764,661.78539217832,214.43466169443184,778.1544460487515,230.04514453070925,,,712.0633109237328,244.03375902036043,675.3685395813145,212.8127933478056,751.1908847860906,213.42099397779043,740.2432734463636,184.43009728184666,735.9858690364697,237.7490191771838,689.9653547009506,235.51895020057276,,,712.0633109237328,213.62372752111872
labeled-data,2812_MotionMule_20230911_193102_cam1_00000000,img10311.png,724.2273235234296,177.13168972202868,717.7398501369247,253.96770264344605,660.5689909183502,214.02919460777528,779.3708473087213,229.03147681406784,714.0906463570157,181.59182767525078,712.6715115537178,244.2364925636887,674.963072494658,210.78545791452282,748.1498816361664,217.6783983876843,740.4460069896918,190.30937003836675,736.5940696664545,236.9380850038707,690.7762888742637,235.1134831139162,690.7762888742637,190.30937003836675,712.0633109237328,213.0155268911339
labeled-data,2812_MotionMule_20230911_193102_cam1_00000000,img10458.png,727.2683266733537,176.7262226353721,720.7808532868489,254.77863681675916,665.0291288715724,211.7991256311642,780.1817814820344,229.03147681406784,718.9562513968943,180.98362704526596,712.874245097046,244.03375902036043,681.0450787945064,210.78545791452282,751.5963518727472,218.4893325609974,746.1225462028837,192.7421725583061,739.837806359707,234.70801602725965,695.0336932841576,235.31621665724447,695.8446274574707,187.0656333451143,715.1043140736571,214.02919460777528
labeled-data,2812_MotionMule_20230911_193102_cam1_00000000,img10530.png,725.4437247833993,178.14535743867006,715.3070476169853,254.3731697301026,663.0017934382896,214.23192815110355,781.6009162853322,231.2615457906789,714.293379900344,183.01096247854875,709.6305084037936,245.65562736698666,678.8150098178953,212.0018591744925,747.7444145495098,216.86746421437118,739.2296057297222,193.35037318829092,737.2022702964393,238.55995335049693,693.2090913942031,238.96542043715345,698.0746964340817,188.28203460508394,713.0769786403744,215.24559586774492
labeled-data,2812_MotionMule_20230911_193102_cam1_00000000,img10605.png,723.0109222634599,175.50982137540245,711.455110293748,251.737633666835,663.2045269816178,212.61005980447732,773.6943080955294,227.40960846744161,718.1453172235813,179.76722578529626,706.5895052538694,243.02009130371906,672.733003518047,209.77179019788144,742.676075966303,214.43466169443184,737.2022702964393,187.26836688844259,731.9311981699042,235.72168374390102,689.7626211576223,235.51895020057276,690.5735553309354,187.47110043177085,709.225041317137,212.40732626114905
labeled-data,2812_MotionMule_20230911_193102_cam1_00000000,img10680.png,724.6327906100862,176.7262226353721,708.8195742304805,250.11576532020877,662.3935928083048,213.82646106444702,777.3435118754385,228.62600972741131,713.6851792703592,181.3890941319225,707.8059065138391,243.02009130371906,674.963072494658,209.36632311122486,746.5280132895402,215.24559586774495,739.0268721863939,190.51210358169502,730.1065962799496,238.15448626384037,686.5188844643699,232.88341413730512,689.1544205276375,187.67383397509911,708.6168406871521,213.42099397779046
labeled-data,2812_MotionMule_20230911_193102_cam1_00000000,img10805.png,725.6464583267275,177.13168972202865,713.4824457270308,253.35950201346122,661.3799250916634,214.23192815110355,782.0063833719888,233.89708185394653,720.7808532868489,181.79456121857908,711.0496432070915,245.45289382365837,677.3958750145973,212.2045927178208,750.5826841561058,215.24559586774495,739.0268721863939,188.68750169174052,733.9585336031869,243.22282484704732,691.7899565909051,237.54628563385552,694.2227591108444,190.51210358169502,714.293379900344,213.21826043446217
labeled-data,2812_MotionMule_20230911_193102_cam1_00000000,img10827.png,724.6327906100862,176.11802200538727,715.9152482469702,252.7513013834764,663.0017934382896,214.02919460777528,780.7899821120192,228.01780909742646,718.9562513968943,183.213696021877,709.0223077738087,242.00642358707765,677.3958750145973,210.78545791452282,747.1362139195251,219.09753319098223,739.6350728163787,193.14763964496262,735.1749348631566,240.18182169712315,692.39815722089,236.32988437388587,691.7899565909051,190.10663649503846,711.455110293748,213.62372752111872
labeled-data,2812_MotionMule_20230911_193102_cam1_00000000,img10996.png,723.6191228934448,176.32075554871557,712.0633109237328,252.14310075349155,668.4755991081531,210.17725728453797,781.6009162853322,228.62600972741131,720.5781197435206,184.02463019519013,710.4414425771067,245.45289382365837,680.2341446211932,206.12258641797243,754.6373550226713,218.4893325609974,743.0815430529594,192.3367054716495,739.2296057297222,237.9517527205121,696.4528280874555,237.7490191771838,696.0473610007989,190.10663649503846,715.7125147036419,215.65106295440148
labeled-data,2812_MotionMule_20230911_193102_cam1_00000000,img11021.png,720.3753862001923,176.32075554871557,710.8469096637632,254.3731697301026,662.596326351633,216.05653004105807,781.1954491986758,229.03147681406784,715.5097811603137,182.6054953918922,708.2113736004956,247.48022925694116,673.54393769136,213.82646106444702,754.6373550226713,215.65106295440148,742.4733424229746,190.71483712502328,736.3913361231263,243.83102547703214,689.9653547009506,237.9517527205121,693.6145584808596,189.90390295171017,713.2797121837026,214.84012878108837
labeled-data,2812_MotionMule_20230911_193102_cam1_00000000,img11049.png,723.4163893501164,177.9426238953418,712.874245097046,253.15676847013296,664.2181946982593,217.07019775769945,780.7899821120192,230.04514453070925,722.1999880901468,184.2273637385184,711.0496432070915,247.0747621702846,673.9494047780166,213.62372752111872,753.2182202193734,217.07019775769945,747.3389474628533,192.3367054716495,739.6350728163787,240.38455524045145,691.5872230475768,239.7763546104666,692.39815722089,188.28203460508396,713.0769786403743,215.04286232441666
labeled-data,2812_MotionMule_20230911_193102_cam1_00000000,img11056.png,725.240991240071,178.14535743867006,715.7125147036419,254.77863681675916,664.2181946982593,215.44832941107322,780.7899821120192,227.6123420107699,721.7945210034902,185.0382979118315,715.7125147036419,242.81735776039076,677.8013421012539,217.07019775769945,749.5690164394643,216.4619971277146,742.8788095096312,193.75584027494745,737.6077373830959,237.9517527205121,698.0746964340817,236.9380850038707,698.0746964340817,190.10663649503846,717.1316495069399,216.6647306710429
labeled-data,2812_MotionMule_20230911_193102_cam1_00000000,img11146.png,722.6054551768034,177.33442326535695,715.3070476169853,254.77863681675916,665.4345959582289,213.62372752111872,776.9380447887819,228.01780909742646,717.3343830502681,181.59182767525078,713.2797121837025,246.06109445364322,675.1658060379863,216.25926358438633,750.1772170694492,216.86746421437118,741.4596747063332,191.7285048416647,735.1749348631566,238.96542043715348,694.628226197501,241.39822295709283,690.979022417592,187.67383397509911,711.0496432070915,216.4619971277146
labeled-data,2812_MotionMule_20230911_193102_cam1_00000000,img11171.png,724.8355241534144,176.11802200538727,711.8605773804046,253.96770264344605,666.2455301315421,212.40732626114905,779.7763143953778,229.23421035739614,716.1179817902985,181.59182767525078,707.8059065138391,244.2364925636887,676.3822072979559,211.7991256311642,742.676075966303,214.6373952377601,735.9858690364697,190.10663649503846,726.6601260433689,236.32988437388587,692.39815722089,236.9380850038707,689.1544205276375,189.29570232172534,707.8059065138391,214.02919460777528
labeled-data,2812_MotionMule_20230911_193102_cam1_00000000,img11177.png,724.2273235234296,177.5371568086852,711.2523767504198,250.72396595019362,666.6509972181987,214.43466169443184,780.3845150253626,229.03147681406784,718.3480507669095,180.98362704526596,708.6168406871521,242.4118906737342,676.9904079279409,212.40732626114905,743.8924772262726,217.475664844356,739.6350728163787,191.7285048416647,731.5257310832476,237.140818547199,690.5735553309354,236.32988437388587,687.7352857243395,189.49843586505364,710.4414425771067,213.62372752111872
labeled-data,2812_MotionMule_20230911_193102_cam1_00000000,img11204.png,726.2546589567123,176.52348909204383,713.0769786403744,252.14310075349155,671.313868714749,209.77179019788144,777.1407783321101,227.20687492411335,716.7261824202833,179.76722578529626,708.4141071438239,243.02009130371906,677.1931414712691,209.56905665455315,747.5416810061815,215.44832941107322,736.9995367531111,188.68750169174052,730.5120633666062,237.9517527205121,691.9926901342334,235.1134831139162,690.7762888742637,187.8765675184274,712.063310923733,212.81279334780558
labeled-data,2812_MotionMule_20230911_193102_cam1_00000000,img11220.png,725.8491918700558,175.50982137540245,715.1043140736571,251.33216658017844,672.9357370613752,210.78545791452282,779.7763143953778,228.01780909742646,720.3753862001923,180.57815995860938,713.4824457270308,242.6146242170625,682.261480054476,210.17725728453797,750.5826841561058,217.2729313010277,742.8788095096312,191.93123838499298,739.0268721863939,236.7353514605424,694.2227591108444,236.32988437388587,693.4118249375313,187.8765675184274,716.1179817902985,213.21826043446217
labeled-data,2812_MotionMule_20230911_193102_cam1_00000000,img11228.png,726.2546589567123,176.52348909204383,718.3480507669095,254.17043618677434,676.9904079279409,210.37999082786627,777.5462454187667,228.62600972741131,720.3753862001923,181.59182767525078,718.9562513968943,243.83102547703214,684.2888154877588,211.19092500117938,751.5963518727472,217.2729313010277,742.2706088796464,192.13397192832124,739.837806359707,239.16815398048175,699.0883641507231,239.57362106713833,698.0746964340817,188.0793010617557,718.7535178535661,214.43466169443184
labeled-data,2812_MotionMule_20230911_193102_cam1_00000000,img11382.png,723.0109222634599,178.55082452532662,719.1589849402226,255.18410390341572,675.1658060379863,215.85379649772977,781.8036498286606,232.88341413730512,719.5644520268792,186.25469917180118,717.3343830502681,241.39822295709283,686.3161509210415,214.23192815110355,750.785417699434,216.05653004105807,742.067875336318,194.76950799158885,740.0405399030353,236.7353514605424,697.6692293474251,237.7490191771838,697.6692293474251,192.3367054716495,716.9289159636116,215.44832941107322
